SOURCE	TARGET
إلي	اللي
كنت	كنت
باش	باش
نقولو.	نقوله.

إيه،	ايه،
نظنو	نظنه
زاد.	زاد.

دارك	دارك
كبيرة،	كبيرة،
قداش	قداش
فيها	فيها
من	من
بيت؟	بيت؟

عجبنا	عجبنا
العشاء.	العشاء.

آه	آه
إيه،	ايه،
يعيشك.	يعيشك.
نتمنى	نتمنى
بركا	بركا
ما	ما
تجيهمش	تجيهمش
دوخة	دوخة
البحر.	البحر.

شنيا	شنيا
الوقت	الوقت
المتوقع	المتوقع
لوصولنا؟	لوصولنا؟

باش	باش
نخرج	نخرج
بكري	بكري
غدوة	غدوة
الصباح،	الصباح،
مالا	مالا
ماضبيا	ماذابي
نخلص	نخلص
توا.	توا.

هو	هو
مشغول	مشغول
في	في
اللحظة	اللحظة
هذي.	هاذي.

لجانب	الاجانب
عندهم	عندهم
الحق	الحق
في	في
الكتب	الكتب
في	في
المكتبة	المكتبة
هاذي؟	هاذي؟

ياخي	ياخي
نجم	ننجم
نبقى	نبقى
في	في
بيتي	بيتي
حتى	حتى
الماضي	الماضي
ساعتين	ساعتين
متاع	متاع
القايلة؟	القايلة؟

آه،	آه،
آه.	آه.
نهارك	نهارك
زين	زين
من	من
توا.	توا.
متفقين.	متفقين.

نحب	نحب
فيلم	فيلم
متاع	متاع
رقم	رقم
ال إيه	الاي
اس	اس
إيه	اي
هاذا	هاذا
للمصورة	للمصورة
هذي،	هاذي،
يعيشك.	يعيشك.

وين	وين
موجودين	موجودين
طابلوات	طابلوات
موني؟	موني؟

البيتزا	البيتزا
هاذي	هاذي
بنينة،	بنينة،
شكون	شكون
طيبها؟	طيبها؟

شنيا	شنيا
طعمة	طعمه
ها البلا؟	هالبلا؟

هوما	هوما
زاد	زاد
غالين	غالين
برشا.	برشا.

وقتاش	وقتاش
يخرج	يخرج
الترينو	الترينو
إلي	اللي
من	من
بعد	بعد
لبوسطن؟	لبوسطن؟

ملا	ملا
راكب	راكب
موج	موج
تحفون.	تحفون.

سامحني	سامحني
اليدين	اليدين
قصار	قصار
برشا.	برشا.

تنجم	تنجم
توريني	توريني
كيفاش	كيفاش
تحط	تحط
المازوت؟	المازوت؟

سوم	سوم
لوتيل	الوتيل
فيه	فيه
فطور	فطور
الصباح؟	الصباح؟

هذا	هذا
كل	كل
شي؟	شي؟

هو	هو
في	في
الطريق	الطريق
هذا.	هذا.

يعيشك	يعيشك
خدم	خدم
العداد.	العداد.

بيتي	بيتي
باردة	باردة
برشا.	برشا.

تو	تو
نكون	نكون
على	على
ذمتك	ذمتك
وقت	وقت
ما	ما
نكون	نكون
مش	مش
مشغول	مشغول
برشا.	برشا.

نحس	نحس
في	في
روحي	روحي
خير.	خير.

يعيشك	يعيشك
وريني	وريني
وين	وين
أنا	انا
موجود	موجود
على	على
الخريطة	الخريطة
هاذي.	هاذي.

ميا	مية
بالميا	بالمية
قطن.	قطن.

نحب	نحب
نبدل	نبدل
لبيت	لبيت
تطل	تطل
عل	على
المحيط.	المحيط.
فما	فما
زيادة؟	زيادة؟

قداش	قداش
يكلف	يكلف
كراء	كراء
لوحة	لوحة
لنص	لنص
نهار؟	نهار؟

عشرا	عشرة
نوفمبر.	نوفمبر.

هذا	هذا
عندو	عنده
برشا	برشا
ذوق.	ذوق.

وقتاش	وقتاش
باش	باش
نقلعو؟	نقلعوا؟

كيفاش	كيفاش
تعلم	تعلم
الشيفور	الشيفور
إنو	انه
تحب	تحب
تهبط؟	تهبط؟

أربعا	اربعة
وعشرين	وعشرين
دولار.	دولار.
تحب	تحب
أكثر؟	اكثر؟

عملت	عملت
الحجز	الحجز
لطوكيو	لطوكيو
توا	توا
شهر.	شهر.

نشكرك	نشكرك
من	من
أعماق	اعماق
قلبي.	قلبي.

يلزمني	يلزمني
نهبط	نهبط
هوني	هوني
باش	باش
نمشي	نمشي
لروكفلر	لروكفلر
سنتر؟	سنتر؟

يعيشك	يعيشك
خوذ	خوذ
قياسي.	قياسي.

هذا	هذا
رايع.	رايع.

تحب	تحب
تخرج	تخرج
معايا؟	معاي؟

يعيشك	يعيشك
أغسل	اغسل
الكبوط	الكبوط
هذا.	هذا.

نحب	نحب
نكري	نكري
باطو	باطو
بموتور.	بموتور.

وين	وين
موجودة	موجودة
لبسة	لبسة
النسا؟	النسا؟

القهوة	القهوة
موش	موش
محسوبة؟	محسوبة؟

في	في
أنا	انا
دومان	دومان
كان	كان
قبل؟	قبل؟

ضعيف.	ضعيف.
ضعيف.	ضعيف.
ضعيف.	ضعيف.
ضعيف.	ضعيف.
تعودت	تعودت
على	على
وجهها.	وجهها.

يلزم	يلزم
نخلص	نخلص
زيادة	زيادة
باش	باش
ندخل	ندخل
للبناية؟	للبناية؟

جرحي	جرحي
يوجع	يوجع
فيا.	في.

ويني	ويني
المحطة؟	المحطة؟

عندي	عندي
رجفة.	رجفة.

تلاثا	ثلاثة
أيام.	ايام.

ما	ما
نحبش	نحبش
واحد	واحد
كبير.	كبير.

باش	باش
يكون	يكون
فما	فما
شوية	شوية
تأخير.	تأخير.

شنيا	شنيا
الفرق	الفرق
بين	بين
الوتلا	الوتلة
هاذم؟	هاذم؟

كان	كان
هايل.	هايل.
يعيشك.	يعيشك.

عندك	عندك
حاجة	حاجة
ما	ما
أطول	اطول
شوية؟	شوية؟

تاريخ	تاريخ
الانتهاء	الانتهاء
مارس	مارس
ألف	الف
وتسعا ميا	وتسعمية
وتسعا	وتسعة
وتسعين.	وتسعين.

فما	فما
ملاهي	ملاهي
باهية؟	باهية؟

هاك	هاك
حق	حق
الستيلوات	الستيلوات
الجافة.	الجافة.
ورقة	ورقة
بميات	بمية
دولار.	دولار.

وين	وين
موجودة	موجودة
لبسة	لبسة
النسا؟	النسا؟

وين	وين
نجم	ننجم
نطلع؟	نطلع؟

صاحبي	صاحبي
تضرب.	تضرب.

هذا	هذا
يواتيك	يواتيك
بالقدا.	بالقدا.

ياخي	ياخي
تنجم	تنجم
تقلملي	تقلم لي
شلاغمي؟	شلاغمي؟

ما	ما
نجمش	ننجمش
نبيع	نبيع
هذا	هذا
من	من
غير	غير
أوردوننس.	اوردوننس.

نجم	ننجم
نحجز	نحجز
خمسا	خمسة
بلايص	بلايص
في	في
نفس	نفس
الصف؟	الصف؟

أناهي	اناهي
الكرهبة	الكرهبة
لقتصادية	الاقتصادية
أكثر؟	اكثر؟

موش	موش
باش	باش
يكون	يكون
عندك	عندك
تخفيض،	تخفيض،
زايد	زايد
تكبش.	تكبش.

تنجم	تنجم
تحل	تحل
الصاك	الساك
هذا،	هذا،
يعيشك؟	يعيشك؟
شنيا	شنيا
عندك	عندك
في	في
وسطو؟	وسطو؟

نحب	نحب
نعمل	نعمل
تاليفون	تاليفون
لمسافة	لمسافة
طويلة	طويلة
لوتيل	لوتيل
هيلتون	هيلتون
في	في
بوسطن.	بوسطن.

رد	رد
بالك،	بالك،
السقوفات	السقوفات
واطين.	واطين.

ما	ما
نشوفش	نشوفش
في	في
ليكران	ليكران
بالقدا	بالقدا
من	من
هوني.	هوني.
نجم	ننجم
نبدل	نبدل
البلاصة	البلاصة
للحظة؟	للحظة؟

زرت	زرت
البحيرات	البحيرات
العظمى	العظمى
لأول	لاول
مرة.	مرة.

فما	فما
مشكلة	مشكلة
في	في
الموزع	الموزع
الآلي.	الآلي.

يلزمني	يلزمني
نشوف	نشوف
طبيب.	طبيب.

قداش	قداش
قعدت	قعدت
في	في
المملكة	المملكة
المتحدة؟	المتحدة؟

محب	محب
للفنون	للفنون
الجديدة	الجديدة
كيفك	كيفك
إنت	انت
باش	باش
يقدر	يقدر
من	من
غير	غير
شك	شك
اللوحات	اللوحات
من	من
ستيل	ستيل
الهيبي	الهيبي
وجو	وجو
موزيكة	موزيكة
الشارع.	الشارع.

قداش	قداش
الوقت؟	الوقت؟

تشوف	تشوف
في	في
بنية	بنية
بيضا،	بيضا،
صحيح؟	صحيح؟
هو	هو
مقابل	مقابل
البنية	البنية
هاذي.	هاذي.

اليابانيين	اليابانيين
ما	ما
ياخذوش	ياخذوش
عطل	عطل
طويلة.	طويلة.

عندي	عندي
شعور	شعور
بإني	باني
ملاحق.	ملاحق.
هذا	هذا
قليل	قليل
برشا	برشا
إنو	انه
تشوف	تشوف
ياياني؟	ياياني؟

في	في
أنا	انى
إتجاه	اتجاه
موجود	موجود
مدخل	مدخل
البوسطة	البوسطة
المركزية؟	المركزية؟

وين	وين
موجودة	موجودة
محطة	محطة
الكيران	الكيران
غرايهوند	غريهوند
في	في
المدينة	المدينة
هاذي؟	هاذي؟

أما	اما
الرستورونات	الرستورونات
اليابانيين	اليابانيين
ماهمش	ماهمش
غالين	غالين
في	في
كيوتو؟	كيوتو؟

نظن	نظن
هو	هو
قوي	قوي
شويا	شوية
عليا.	علي.

نحب	نحب
التعريفة	التعريفة
المعمول	المعمول
بيها.	بيها.

وين	وين
نجم	ننجم
نشري	نشري
تسكرة	تسكرة
مترو؟	مترو؟

باش	باش
تكون	تكون
عندي	عندي
بلايص	بلايص
في	في
درجة	درجة
الأعمال،	الاعمال،
هذا	هذا
هو؟	هو؟

قداش	قداش
سوم	سوم
كورسة	كورسة
بالتاكسي	بالتاكسي
بين	بين
اللوتيل	الاوتيل
هذا	هذا
ولقار؟	والقار؟

نجم	ننجم
ناخو	ناخو
هذا	هذا
وهذا،	وهذا،
يعيشك؟	يعيشك؟

يقولو	يقولو
إلي	اللي
اليابان	اليابان
بلاد	بلاد
غنية	غنية
برشا.	برشا.

فماش	فماش
بيوت	بيوت
فارغين	فارغين
في	في
فاقونات	فاقونات
النوم؟	النوم؟

هاذي	هاذي
هدية	هدية
لصاحب.	لصاحب.

الثلج	الثلج
رد	رد
الطريق	الطريق
يزلق.	يزلق.

ما	ما
لقيتش	لقيتش
مصورتي.	مصورتي.

عندك	عندك
أي	اي
حاجة	حاجة
تصرح	تصرح
بيها؟	بيها؟

ريتش	ريتش
كبوط	كبوط
أزرق؟	ازرق؟
حطيتو	حطيته
على	على
الكرسي	الكرسي
هذا.	هذا.

أنا	انا
من	من
طوكيو.	طوكيو.

نحب	نحب
على	على
تراتمون	تراتمون
ريفلون.	ريفلون.

عندي	عندي
حوايج	حوايج
للغسيل.	للغسيل.

ناخو	ناخو
شوكولا	شوكولا
شو.	شو.

نجمو	ننجموا
نرتبو	نرتبوا
باش	باش
نظفو	ننظفوا
بيتك.	بيتك.

واحد	واحد
خاص،	خاص،
يعيشك.	يعيشك.

بقداش	بقداش
حتى	حتى
للوتيل	للوتيل
سي؟	سي؟

نحب	نحب
نحجز	نحجز
طاولة	طاولة
لربعطاش	لاربعتعش
واحد	واحد
مع	مع
السبعا	السبعة
متاع	متاع
العشية،	العشية،
يعيشك.	يعيشك.

نحب	نحب
على	على
بوماضة	بوماضة
متاع	متاع
ليل.	الليل.

تنجم	تنجم
تعمل	تعمل
غلاف	غلاف
للهدية؟	للهدية؟

توا	توا
ماضي	ماضي
تلاثا	ثلاثة
وربع	وربع
متاع	متاع
الصباح.	الصباح.

ناوي	ناوي
نبعث	نبعث
فاتورات	فاتورات
مصاريفي	مصاريفي
الأساسية،	الاساسية،
مالا	مالا
يعيشك	يعيشك
أعطيني	اعطيني
عنوان	عنوان
وإسم	واسم
الشخص	الشخص
المسؤول.	المسؤول.

عندك	عندك
هاذم	هاذم
في	في
نفس	نفس
الموديل	الموديل
مع	مع
قدم	قدم
أعلى؟	اعلى؟

نحب	نحب
مريول	مريول
لولد	لولد
عمرو	عمره
عشر	عشر
سنين.	سنين.

هزني	هزني
لآبي	لآبي
رود،	رود،
يعيشك.	يعيشك.

أنا	انا
متأكد	متأكد
إني	اني
حجزت.	حجزت.

تو	تو
نبعثهولك،	نبعثه لك،
إذا	اذا
تحب	تحب
إستنى	استنى
هوني.	هوني.

عندي	عندي
وجيعة	وجيعة
خفيفة	خفيفة
في	في
راسي.	راسي.

استمتعت	استمتعت
برشا	برشا
بالماكلة.	بالماكلة.

لا،	لا،
يعيشك	يعيشك
خوذ	خوذ
كرسي	كرسي
وإستنى،	واستنى،
يعيشك.	يعيشك.
تو	تو
نرجع	نرجع
توا.	توا.

تنجم	تنجم
تصورلي	تصور لي
خريطة،	خريطة،
يعيشك؟	يعيشك؟

تعرضت	تعرضت
للإعتداء	للاعتداء
في	في
ويمانالو	ويمنالو
بيتش.	بيتش.
إيجا	ايجا
توا	توا
يعيشك.	يعيشك.

شنيا	شنيا
رايك	رايك
في	في
ميات	مية
دولار؟	دولار؟

نحبو	نحبه
مغلف.	مغلف.

نحب	نحب
نعمل	نعمل
تجديد	تجديد
لبيطاقتي.	لبيطاقتي.

لحكومة	الحكومة
دعمت	دعمت
تنمية	تنمية
الصناعات.	الصناعات.

عندو	عنده
أكثر	اكثر
من	من
خمسين	خمسين
سنا،	سنة،
على	على
ما	ما
نظن.	نظن.

عندك	عندك
خرايط	خرايط
بسيطة	بسيطة
للمدينة؟	للمدينة؟

في	في
أنا	انى
ساعة	ساعة
باش	باش
يوصل	يوصل
التران	التران
لسان	لسان
دياغو،	دياغو،
يعيشك؟	يعيشك؟

نحب	نحب
نعمل	نعمل
نضرة	نضرة
على	على
مقصورتك.	مقصورتك.

نحب	نحب
على	على
شامبوا.	شامبوا.

أنا	انا
قعدت	قعدت
في	في
وتيل	وتيل
هيلتون.	هيلتون.

أنا	انا
نحس	نحس
في	في
روحي	روحي
موش	موش
لاباس	لا باس
وعندي	وعندي
دوخة.	دوخة.

أما	اما
عندي	عندي
موعد	موعد
معاها	معاها
مع	مع
ماضي	ماضي
ساعتين	ساعتين
متاع	متاع
العشية.	العشية.

الكرهبة	الكرهبة
هاذي	هاذي
ماشية	ماشية
لإدنبرة؟	لادنبرة؟

إيه،	ايه،
يعيشك	يعيشك
عمر	عمر
المطبوعة	المطبوعة
هاذي.	هاذي.

قداش	قداش
الزيادة	الزيادة
للدبش	للدبش
الزايد؟	الزايد؟

في	في
أنا	انى
ساعة	ساعة
نجم	ننجم
نخرج؟	نخرج؟

فهمت.	فهمت.

باش	باش
نكلم	نكلم
شكون.	شكون.

الكرهبة	الكرهبة
وقفتلي	وقفت لي
على	على
جنب	جنب
في	في
التقاطع.	التقاطع.

هذا	هذا
صندوق	صندوق
موزيكا.	موزيكا.

وين	وين
الضاحية؟	الضاحية؟

فما	فما
زيارة	زيارة
للمدينة	للمدينة
بالكار؟	بالكار؟

في	في
أنا	انى
ساعة	ساعة
نبداو؟	نبداوا؟

باهي،	باهي،
موسيو.	مسيو.
في	في
قياس	القياس
متوسط،	المتوسط،
نجمو	ننجموا
نقترحو	نقترحوا
عليك	عليك
الزئبق	الزئبق
لسود،	الاسود،
هذا	هذا
يناسبك؟	يناسبك؟

رضيت	رضيت
عظلة.	عضلة.

أما	اما
يلزمك	يلزمك
توعدني	توعدني
باش	باش
نضرب	نضرب
الكرة،	الكرة،
موش	موش
أنا،	انا،
باهي؟	باهي؟

على	على
بعد	بعد
قداش؟	قداش؟

نجم	ننجم
نتسلف	نتسلف
حوايج؟	حوايج؟

من	من
أنا	انى
نوع	نوع
من	من
الجلد	الجلد
مصنوعة	مصنوعة
الفاليجة	الفاليجة
هاذي؟	هاذي؟

ما	ما
نظنش	نظنش
إنو	انه
السكينة	السكينة
هاذي	هاذي
تكون	تكون
نظيفة.	نظيفة.
تنجم	تنجم
تعطيني	تعطيني
واحدة	واحدة
أخرى؟	اخرى؟

شريت	شريت
هذا	هذا
من	من
مدة،	مدة،
أما	اما
ياخي	ياخي
تنجم	تنجم
تبدلو	تبدله
بهذا؟	بهذا؟

باش	باش
نكون	نكون
صريح	صريح
برشا،	برشا،
مانيش	مانيش
متفق	متفق
مع	مع
هذا.	هذا.

هاذي	هاذي
الثنية	الثنية
الصحيحة	الصحيحة
للمحطة	للمحطة
المركزية؟	المركزية؟

باطو	باطو
بالقيد،	بالقيد،
يعيشك.	يعيشك.

نحب	نحب
نوصي	نوصي
كوستيم	كوستيم
لونو	لونو
غامق	غامق
ليا	لي
أنا.	انا.

السحابة	السحابة
هاذي	هاذي
تعوض	تعوض
العصا.	العصا.

يعيشك	يعيشك
وريني	وريني
بسبورك،	باسبورك،
يعيشك.	يعيشك.

فماش	فماش
بلاصة	بلاصة
تقبل	تقبل
غسيل	غسيل
الحوايج	الحوايج
